"Date","date_start","date_end","Type","Content","Summary","Gallery","News (List)","ID","Created Date","Updated Date","Owner"
"July 3-5, 2023",2023-07-03T00:00:00Z,2023-07-05T00:00:00Z,"External","At the Korean Society for Prognostics and Health Management (PHM) 2023 Conference in Seoul, South Korea, from July 3rd-5th, 2023, Prof. Choi delivered a presentation entitled “Engineering-Soft-Power engaged visualization analytics and human-machine collaboration remote assessment for large-scale structures (구조물 건전성 모니터링을 위한 시각화 분석 및 인간-기계 협업 원격 모니터링 기법 개발)” and won the 2023 Young Scientist Award. Alfredo Valenzuela was in poster session entitled “Localized Google Map Update on Mobile Application to Enable a User-Guided Path Planning for Monitoring Robots” with co-authors Ricardo Ortiz, and Jongseong Brad Choi. Hansol Lim was also in a poster session entitled “Real-time, Non-intrusive Inspection of Structures Using Visual Analytics and Transparency Technology” with co-author Jongseong Brad Choi.","2023 PHM Conference & 2023 Young Scientist Award","[{""description"":"""",""fileName"":""20230723_1.jpg"",""slug"":""080b1e_97c65723d73a4565b07493939a40eef7~mv2.jpg"",""alt"":"""",""src"":""wix:image://v1/080b1e_97c65723d73a4565b07493939a40eef7~mv2.jpg/20230723_1.jpg#originWidth=5184&originHeight=3456"",""title"":""20230723_1.jpg"",""type"":""image"",""settings"":{""focalPoint"":[0.5,0.5],""height"":3456,""width"":5184}},{""description"":"""",""fileName"":""2023073_2.jpg"",""slug"":""080b1e_9a2bf1909a3f4c65b9f70e1a33bddc2a~mv2.jpg"",""alt"":"""",""src"":""wix:image://v1/080b1e_9a2bf1909a3f4c65b9f70e1a33bddc2a~mv2.jpg/2023073_2.jpg#originWidth=5184&originHeight=3456"",""title"":""2023073_2.jpg"",""type"":""image"",""settings"":{""focalPoint"":[0.5,0.5],""height"":3456,""width"":5184}}]","/news-1/","4232476c-d459-4e24-b46a-e1bea83c4517",2026-03-14T09:50:06Z,2026-04-19T09:32:15Z,"c34d7e27-16d5-4414-aee5-9caafedd1860"
"April 7-10, 2025",2025-04-07T00:00:00Z,2025-04-10T00:00:00Z,"External","At the 2025 KSME Reliability Division Conference held in Gyeongju. Researchers, graduate students, and undergraduate participants attended the event to engage in academic exchange and discussion. Undergraduate students also took part in the poster session, presenting their research alongside graduate-level work and contributing to the collaborative atmosphere of the conference.","2025 KSME Reliability Division","[{""description"":"""",""fileName"":""04072025.jpg"",""slug"":""080b1e_813a4fc4ce704dcc84140d78ad8adb5b~mv2.jpg"",""alt"":"""",""src"":""wix:image://v1/080b1e_813a4fc4ce704dcc84140d78ad8adb5b~mv2.jpg/04072025.jpg#originWidth=8160&originHeight=6120"",""title"":""04072025.jpg"",""type"":""image"",""settings"":{""focalPoint"":[0.5,0.5],""height"":6120,""width"":8160}}]","/news-1/","4d0861cf-ed65-4421-97b2-9b18d25b32d9",2026-03-14T09:50:06Z,2026-04-19T09:24:57Z,"c34d7e27-16d5-4414-aee5-9caafedd1860"
"April 27, 2026",2026-04-27T03:00:00Z,2026-04-27T03:00:00Z,"Internal","..","Mario Hernan Viteri Villarreal Farewell party","[{""description"":"""",""fileName"":""20260427_1.jpg"",""slug"":""c34d7e_4170812d69634e1c86f4582a40bac1d7~mv2.jpg"",""alt"":"""",""src"":""wix:image://v1/c34d7e_4170812d69634e1c86f4582a40bac1d7~mv2.jpg/20260427_1.jpg#originWidth=4160&originHeight=3120"",""title"":""20260427_1.jpg"",""type"":""image"",""settings"":{""focalPoint"":[0.5,0.5],""height"":3120,""width"":4160}},{""description"":"""",""fileName"":""20260427_2.jpg"",""slug"":""c34d7e_12486c98c448449698e72882d2fbe078~mv2.jpg"",""alt"":"""",""src"":""wix:image://v1/c34d7e_12486c98c448449698e72882d2fbe078~mv2.jpg/20260427_2.jpg#originWidth=4160&originHeight=3120"",""title"":""20260427_2.jpg"",""type"":""image"",""settings"":{""focalPoint"":[0.5,0.5],""height"":3120,""width"":4160}}]","/news-1/","4d5224c2-5fa2-485b-9cd2-b841bbf6dad8",2026-04-29T06:29:26Z,2026-04-30T07:35:23Z,"c34d7e27-16d5-4414-aee5-9caafedd1860"
"May 20, 2026",2026-05-20T02:45:00Z,2026-05-20T02:45:00Z,"External","The Department of Mechanical Engineering held an Open Lab Day to introduce various research laboratories to undergraduate students. During the event, professors and graduate students presented their ongoing research topics, laboratory environments, and current projects to students interested in exploring research opportunities and future academic paths.","MEC Dept. Open Lab","[{""description"":"""",""fileName"":""20260520_4.jpg"",""slug"":""c34d7e_02c277466a8c45b0be027e93b22601a3~mv2.jpg"",""alt"":"""",""src"":""wix:image://v1/c34d7e_02c277466a8c45b0be027e93b22601a3~mv2.jpg/20260520_4.jpg#originWidth=1587&originHeight=1190"",""title"":""20260520_4.jpg"",""type"":""image"",""settings"":{""focalPoint"":[0.5,0.5],""height"":1190,""width"":1587}},{""description"":"""",""fileName"":""20260520_7.jpg"",""slug"":""c34d7e_c6017903f6b5451ab45a426efa734dac~mv2.jpg"",""alt"":"""",""src"":""wix:image://v1/c34d7e_c6017903f6b5451ab45a426efa734dac~mv2.jpg/20260520_7.jpg#originWidth=4032&originHeight=3024"",""title"":""20260520_7.jpg"",""type"":""image"",""settings"":{""focalPoint"":[0.5,0.5],""height"":3024,""width"":4032}},{""description"":"""",""fileName"":""20260520_6.jpg"",""slug"":""c34d7e_06279120c735434b96bfa129c6e21a2e~mv2.jpg"",""alt"":"""",""src"":""wix:image://v1/c34d7e_06279120c735434b96bfa129c6e21a2e~mv2.jpg/20260520_6.jpg#originWidth=4032&originHeight=3024"",""title"":""20260520_6.jpg"",""type"":""image"",""settings"":{""focalPoint"":[0.5,0.5],""height"":3024,""width"":4032}},{""description"":"""",""fileName"":""20260520_5.jpg"",""slug"":""c34d7e_08063d77d12e4eb69367f801ff179c34~mv2.jpg"",""alt"":"""",""src"":""wix:image://v1/c34d7e_08063d77d12e4eb69367f801ff179c34~mv2.jpg/20260520_5.jpg#originWidth=4032&originHeight=3024"",""title"":""20260520_5.jpg"",""type"":""image"",""settings"":{""focalPoint"":[0.5,0.5],""height"":3024,""width"":4032}}]","/news-1/","4e72eef1-50c6-4f6e-b294-c44a7493bef8",2026-05-20T09:24:16Z,2026-05-28T10:59:03Z,"c34d7e27-16d5-4414-aee5-9caafedd1860"
"November 11, 2022",2022-11-11T00:00:00Z,2022-11-11T00:00:00Z,"External","Prof. Jongseong Brad Choi was invited to deliver a presentation in the session of “Promising Young Scientists (유망과학기술자 세션)” at the Korean Society of Mechanical Engineers (KSME) Annual Meeting 2022, Jeju, South Korea. His talk was entitled “Visual Analytics toward Lifecycle Assessment of Large-Scale Structures (구조물 수명주기관리를 위한 대용량 시각데이터 수집 및 분석 자동화)”.","Invited Talk at 2022 KSME Annual Meeting","[{""description"":"""",""fileName"":""20221111_1.jpg"",""slug"":""754fc9_06a085e3ca00460ea436b4e8c8735dfc~mv2.jpg"",""alt"":"""",""src"":""wix:image://v1/754fc9_06a085e3ca00460ea436b4e8c8735dfc~mv2.jpg/20221111_1.jpg#originWidth=1080&originHeight=721"",""title"":""20221111_1.jpg"",""type"":""image"",""settings"":{""focalPoint"":[0.5,0.5],""height"":721,""width"":1080}},{""description"":"""",""fileName"":""20221111_3.jpg"",""slug"":""754fc9_fccd87568afa4b27878690b647264772~mv2.jpg"",""alt"":"""",""src"":""wix:image://v1/754fc9_fccd87568afa4b27878690b647264772~mv2.jpg/20221111_3.jpg#originWidth=1440&originHeight=1080"",""title"":""20221111_3.jpg"",""type"":""image"",""settings"":{""focalPoint"":[0.5,0.5],""height"":1080,""width"":1440}},{""description"":"""",""fileName"":""20221111_2.jpg"",""slug"":""754fc9_c553cf20c90041e19a8fe639a34cb121~mv2.jpg"",""alt"":"""",""src"":""wix:image://v1/754fc9_c553cf20c90041e19a8fe639a34cb121~mv2.jpg/20221111_2.jpg#originWidth=1440&originHeight=1080"",""title"":""20221111_2.jpg"",""type"":""image"",""settings"":{""focalPoint"":[0.5,0.5],""height"":1080,""width"":1440}}]","/news-1/","53454e8b-ba29-4a89-9590-aa04d6bf9c77",2026-03-14T09:50:06Z,2026-04-19T09:37:33Z,"c34d7e27-16d5-4414-aee5-9caafedd1860"
"March 7, 2025",2025-03-07T00:00:00Z,2025-03-07T00:00:00Z,"External","Professor Jongseong Brad Choi has been selected for the 2025 Outstanding Early-Career Researcher Program by the Ministry of Science and ICT, securing 12.5 billion KRW, the largest grant in the program’s history.His research, ""True Twin,"" focuses on AI-based hyper-realistic digital twin technology for real-time remote collaboration. Over the next five years, he aims to develop a system that enables engineers to work remotely as if they were in the same space. This technology could become a new standard for remote work and play a key role in global manufacturing and facility management in response to labor shortages.","Outstanding Early-Career Researcher Program by 2025 Ministry of Science and ICT","[{""description"":"""",""fileName"":""03072025.png"",""slug"":""080b1e_9d3d53dc36414045a963646cf820896b~mv2.png"",""alt"":"""",""src"":""wix:image://v1/080b1e_9d3d53dc36414045a963646cf820896b~mv2.png/03072025.png#originWidth=1630&originHeight=1125"",""title"":""03072025.png"",""type"":""image"",""settings"":{""focalPoint"":[0.5,0.5],""height"":1125,""width"":1630}}]","/news-1/","55e8a423-12e8-4a18-a838-691d0727e6aa",2026-03-14T09:50:06Z,2026-04-19T09:25:30Z,"c34d7e27-16d5-4414-aee5-9caafedd1860"
"June 30, 2022",2022-06-30T00:00:00Z,2022-06-30T00:00:00Z,"External","Jee Won Lee, a master student, presented in the poster session entitled “Automated Pan-Tilt-Zoom Camera Control to Enable Long-Range Visual Assessment and Localization” at PHM Korea 2022: PHM for Industrial Digital Platform held in Seoul, South Korea, June 29 – July 1.","2022 PHM Korea Conference","[{""description"":"""",""fileName"":""jeewonconference.jpg"",""slug"":""754fc9_131fdbb7830b44568a1d2a1d1c34d1c7~mv2.jpg"",""alt"":"""",""src"":""wix:image://v1/754fc9_131fdbb7830b44568a1d2a1d1c34d1c7~mv2.jpg/jeewonconference.jpg#originWidth=5184&originHeight=3456"",""title"":""jeewonconference.jpg"",""type"":""image"",""settings"":{""focalPoint"":[0.5,0.5],""height"":3456,""width"":5184}}]","/news-1/","587984f5-8906-4cd7-8b35-4bd02803b0f0",2026-03-14T09:50:06Z,2026-04-19T09:40:25Z,"c34d7e27-16d5-4414-aee5-9caafedd1860"
"May 26, 2022",2022-05-26T00:00:00Z,2022-05-26T00:00:00Z,"Internal","MEIC Lab members had a gathering and semester-end party at Songdo. This gathering was after a field trip to H&I co., Uiwang-si,  to learn RTK GPS system to be adopte to our auto-navigating rover system.","Lab Gathering","[{""description"":"""",""fileName"":""20220526.jpg"",""slug"":""754fc9_9119022e51a04bb180602a1b2e0de574~mv2.jpg"",""alt"":"""",""src"":""wix:image://v1/754fc9_9119022e51a04bb180602a1b2e0de574~mv2.jpg/20220526.jpg#originWidth=1440&originHeight=1080"",""title"":""20220526.jpg"",""type"":""image"",""settings"":{""focalPoint"":[0.5,0.5],""height"":1080,""width"":1440}}]","/news-1/","5e9846bf-2fd6-4c61-aa6d-626be715845e",2026-03-14T09:50:06Z,2026-04-19T06:36:24Z,"c34d7e27-16d5-4414-aee5-9caafedd1860"
"July 27, 2025",2025-07-27T00:00:00Z,2025-07-27T00:00:00Z,"External","Professor Jongseong Brad Choi delivered an invited lecture at the QR2MSE & ICRM 2025 Conference in China. His talk, titled “Visual Intelligence for Predictive Engineering System Assessment,” highlighted innovative approaches that integrate advanced visual intelligence with engineering system evaluation, drawing significant attention from international researchers and industry experts.","Invited Lecture at 2025 ICRA & QR2MSE","[{""description"":"""",""fileName"":""07272025.jpg"",""slug"":""080b1e_8f71d458a8804dd6977cc1ce5d4e38ce~mv2.jpg"",""alt"":"""",""src"":""wix:image://v1/080b1e_8f71d458a8804dd6977cc1ce5d4e38ce~mv2.jpg/07272025.jpg#originWidth=1440&originHeight=1080"",""title"":""07272025.jpg"",""type"":""image"",""settings"":{""focalPoint"":[0.5,0.5],""height"":1080,""width"":1440}}]","/news-1/","5f5a8e9c-c449-47f9-ac81-9e55025e2cc8",2026-03-14T09:50:06Z,2026-04-19T09:23:01Z,"c34d7e27-16d5-4414-aee5-9caafedd1860"
"June 24, 2024",2024-06-24T00:00:00Z,2024-06-24T00:00:00Z,"External","Attending the 2024 PHM Conference was an exciting opportunity for students to observe the latest trends in prognostic health management technology. They eagerly participated, showcasing their research as poster presenters. The conference provided a platform for these emerging scholars to engage with industry leaders and deepen their understanding of the field.","2024 PHM Conference","[{""description"":"""",""fileName"":""20240624.jpg"",""slug"":""080b1e_73459d04ac704f41b4a4a8e3be7f6b2d~mv2.jpg"",""alt"":"""",""src"":""wix:image://v1/080b1e_73459d04ac704f41b4a4a8e3be7f6b2d~mv2.jpg/20240624.jpg#originWidth=4032&originHeight=3024"",""title"":""20240624.jpg"",""type"":""image"",""settings"":{""focalPoint"":[0.5,0.5],""height"":3024,""width"":4032}}]","/news-1/","62ac652d-0f38-4d71-849d-a08c48d6bcc0",2026-03-14T09:50:06Z,2026-04-19T09:30:55Z,"c34d7e27-16d5-4414-aee5-9caafedd1860"
"June 23-25, 2025",2025-06-23T00:00:00Z,2025-06-25T00:00:00Z,"External","Attending the 2025 PHM Conference was a valuable experience for students to explore the evolving landscape of prognostics and health management technology. As poster presenters, they actively shared their research and insights. The conference served as a meaningful venue for interaction with experts across academia and industry, allowing participants to broaden their perspective and strengthen their academic foundation.","2025 PHM Conference","[{""description"":"""",""fileName"":""06232025_1.jpg"",""slug"":""080b1e_8068fc42e20440f49df8d81e87e9bfdb~mv2.jpg"",""alt"":"""",""src"":""wix:image://v1/080b1e_8068fc42e20440f49df8d81e87e9bfdb~mv2.jpg/06232025_1.jpg#originWidth=3024&originHeight=4032"",""title"":""06232025_1.jpg"",""type"":""image"",""settings"":{""focalPoint"":[0.5,0.5],""height"":4032,""width"":3024}},{""description"":"""",""fileName"":""06232025_2.jpg"",""slug"":""080b1e_17ff7b43790e47e890874657824c4890~mv2.jpg"",""alt"":"""",""src"":""wix:image://v1/080b1e_17ff7b43790e47e890874657824c4890~mv2.jpg/06232025_2.jpg#originWidth=5712&originHeight=4284"",""title"":""06232025_2.jpg"",""type"":""image"",""settings"":{""focalPoint"":[0.5,0.5],""height"":4284,""width"":5712}}]","/news-1/","65766b45-a392-43d2-bca3-56c2274ebace",2026-03-14T09:50:06Z,2026-04-19T09:23:57Z,"c34d7e27-16d5-4414-aee5-9caafedd1860"
"July 20, 2023",2023-07-20T00:00:00Z,2023-07-20T00:00:00Z,"Internal","The MEIC Lab moved locations to a larger facility with more room to be able to expand on the work they were already doing previously. In this new space, they have a larger area for students to work on writing and coding, an instrumentation space for physical experimentation, an office space for the professor, a conference area for meetings, and a rest area for students to be able to take breaks","Lab Relocation","[{""description"":"""",""fileName"":""IMG_4726.HEIC"",""slug"":""080b1e_b8c13bf6aa584fa7a185bc50155d91d8~mv2.png"",""alt"":"""",""src"":""wix:image://v1/080b1e_b8c13bf6aa584fa7a185bc50155d91d8~mv2.png/IMG_4726.HEIC#originWidth=4032&originHeight=3024"",""title"":""IMG_4726.HEIC"",""type"":""image"",""settings"":{""focalPoint"":[0.5,0.5],""height"":3024,""width"":4032}},{""description"":"""",""fileName"":""IMG_4724.HEIC"",""slug"":""080b1e_4ea405f3404c467681e015bedc861792~mv2.png"",""alt"":"""",""src"":""wix:image://v1/080b1e_4ea405f3404c467681e015bedc861792~mv2.png/IMG_4724.HEIC#originWidth=4032&originHeight=3024"",""title"":""IMG_4724.HEIC"",""type"":""image"",""settings"":{""focalPoint"":[0.5,0.5],""height"":3024,""width"":4032}},{""description"":"""",""fileName"":""IMG_4720.HEIC"",""slug"":""080b1e_c8a95313defe40ceb823e6c4ee3d3d56~mv2.png"",""alt"":"""",""src"":""wix:image://v1/080b1e_c8a95313defe40ceb823e6c4ee3d3d56~mv2.png/IMG_4720.HEIC#originWidth=4032&originHeight=3024"",""title"":""IMG_4720.HEIC"",""type"":""image"",""settings"":{""focalPoint"":[0.5,0.5],""height"":3024,""width"":4032}}]","/news-1/","669d3949-9e51-43a0-99dc-9e0272d1a9ee",2026-03-14T09:50:06Z,2026-04-19T06:34:44Z,"c34d7e27-16d5-4414-aee5-9caafedd1860"
"April 20, 2026",2026-04-20T03:00:00Z,2026-04-20T03:00:00Z,"External","On April 20th, members of the MEIC Lab attended a special guest seminar hosted by the Department of Mechanical Engineering. We had the privilege of hearing from Professor Taek Soo Kim from the Department of Engineering at KAIST, who delivered an inspiring presentation entitled, ""Mechanical Reliability of Thin Film Materials for Semiconductors, Displays, and More."" We greatly appreciate the department for organizing this valuable event and Professor Taek Soo Kim for sharing their expertise.","Departmental Seminar by Professor Taek Soo Kim at KAIST","[{""description"":"""",""fileName"":""20260420_1.png"",""slug"":""c34d7e_6c2a0607c54a44dba530464445847803~mv2.png"",""alt"":"""",""src"":""wix:image://v1/c34d7e_6c2a0607c54a44dba530464445847803~mv2.png/20260420_1.png#originWidth=702&originHeight=527"",""title"":""20260420_1.png"",""type"":""image"",""settings"":{""focalPoint"":[0.5,0.5],""height"":527,""width"":702}},{""description"":"""",""fileName"":""20260420_2.jpg"",""slug"":""c34d7e_51a780b877ae4274bbf86692513ad449~mv2.jpg"",""alt"":"""",""src"":""wix:image://v1/c34d7e_51a780b877ae4274bbf86692513ad449~mv2.jpg/20260420_2.jpg#originWidth=4032&originHeight=3024"",""title"":""20260420_2.jpg"",""type"":""image"",""settings"":{""focalPoint"":[0.5,0.5],""height"":3024,""width"":4032}}]","/news-1/","6fdcfc0a-d51d-453e-91e0-a7fda4c3f466",2026-04-22T14:17:08Z,2026-04-30T06:19:52Z,"c34d7e27-16d5-4414-aee5-9caafedd1860"
"September 27, 2023",2023-09-27T00:00:00Z,2023-09-27T00:00:00Z,"Internal","MEICers had a gathering to celebrate the beginning of the semester and move to a new lab space. Well done for the lab move and good luck for the semester!","Semester-Start Party","[{""description"":"""",""fileName"":""20230927.jpg"",""slug"":""080b1e_705d0ba58f7a4f43b4cf81ad0e64495c~mv2.jpg"",""alt"":"""",""src"":""wix:image://v1/080b1e_705d0ba58f7a4f43b4cf81ad0e64495c~mv2.jpg/20230927.jpg#originWidth=2250&originHeight=1551"",""title"":""20230927.jpg"",""type"":""image"",""settings"":{""focalPoint"":[0.5,0.5],""height"":1551,""width"":2250}}]","/news-1/","709df2dd-e0e4-4658-bfee-6d2fbcd8272e",2026-03-14T09:50:06Z,2026-04-19T06:34:02Z,"c34d7e27-16d5-4414-aee5-9caafedd1860"
"August 1, 2025",2025-08-01T00:00:00Z,2025-08-01T00:00:00Z,"Internal","The MEIC Lab recently gathered for a dinner with the RAPA 2025 Summer Internship students, celebrating both collaboration and progress on the ongoing RAPA project. Hosted by Professor Choi at an all-you-can-eat restaurant, the evening was filled with great food, lively conversation, and a shared sense of accomplishment. Sincere thanks to Professor Choi for making the memorable evening possible.","Lab Gathering","[{""description"":"""",""fileName"":""20250801_1.JPG"",""slug"":""080b1e_344aea08e10349c7ad3a4ab66fc3596d~mv2.jpg"",""alt"":"""",""src"":""wix:image://v1/080b1e_344aea08e10349c7ad3a4ab66fc3596d~mv2.jpg/20250801_1.JPG#originWidth=4032&originHeight=3024"",""title"":""20250801_1.JPG"",""type"":""image"",""settings"":{""focalPoint"":[0.5,0.5],""height"":3024,""width"":4032}},{""description"":"""",""fileName"":""20250801_2_edited.jpg"",""slug"":""080b1e_2c98cae0de4746bb8bc1b238a082e55f~mv2.jpg"",""alt"":"""",""src"":""wix:image://v1/080b1e_2c98cae0de4746bb8bc1b238a082e55f~mv2.jpg/20250801_2_edited.jpg#originWidth=2250&originHeight=1687"",""title"":""20250801_2_edited.jpg"",""type"":""image"",""settings"":{""focalPoint"":[0.5,0.5],""height"":1687,""width"":2250}}]","/news-1/","71eff0eb-ccee-42c5-8aaa-aca4e99c2585",2026-03-14T09:50:06Z,2026-04-19T06:32:28Z,"c34d7e27-16d5-4414-aee5-9caafedd1860"
"April 25, 2025",2025-04-25T00:00:00Z,2025-04-25T00:00:00Z,"Internal","Lab members gathered at a local Indian restaurant to celebrate the birthdays of Hugo and Felipe. The group enjoyed a variety of dishes in a casual setting, making time for conversation and shared moments outside the lab. The event provided a brief but welcome break from research activities.","Hugo and Felipe Birthday Party","[{""description"":"""",""fileName"":""20250425.jpg"",""slug"":""080b1e_f6be7e3bd57947cdbc499817a27bd88c~mv2.jpg"",""alt"":"""",""src"":""wix:image://v1/080b1e_f6be7e3bd57947cdbc499817a27bd88c~mv2.jpg/20250425.jpg#originWidth=5712&originHeight=4284"",""title"":""20250425.jpg"",""type"":""image"",""settings"":{""focalPoint"":[0.5,0.5],""height"":4284,""width"":5712}}]","/news-1/","752a5a7f-da38-4e0b-b8fa-5caebca0f749",2026-03-14T09:50:06Z,2026-04-19T09:48:00Z,"c34d7e27-16d5-4414-aee5-9caafedd1860"
"June 13, 2025",2025-06-13T00:00:00Z,2025-06-13T00:00:00Z,"Internal","MEIC AI Lab is proud to congratulate Hanbeom Chang and Jeewon Lee on obtaining their Master’s degree. We are excited to announce their next chapters: Hanbeom Chang has started a new professional journey at SK Inc. AX, and Jeewon Lee will be continuing her academic excellence as a Ph.D. student right here at MEIC AI Lab. We sincerely appreciate their dedicated research and significant contributions to the lab thus far, and we wish them both continued success in their respective roles.","Hanbeom Chang and Jeewon Lee Graduation","[{""description"":"""",""fileName"":""20250613_1.jpg"",""slug"":""c34d7e_55331de7db254686b1889dafa51b7ba3~mv2.jpg"",""alt"":"""",""src"":""wix:image://v1/c34d7e_55331de7db254686b1889dafa51b7ba3~mv2.jpg/20250613_1.jpg#originWidth=1980&originHeight=3520"",""title"":""20250613_1.jpg"",""type"":""image"",""settings"":{""focalPoint"":[0.5,0.5],""height"":3520,""width"":1980}},{""description"":"""",""fileName"":""20250613_2.jpg"",""slug"":""c34d7e_7f55477ef0454b4c86d137b0f80f283e~mv2.jpg"",""alt"":"""",""src"":""wix:image://v1/c34d7e_7f55477ef0454b4c86d137b0f80f283e~mv2.jpg/20250613_2.jpg#originWidth=1980&originHeight=3520"",""title"":""20250613_2.jpg"",""type"":""image"",""settings"":{""focalPoint"":[0.5,0.5],""height"":3520,""width"":1980}},{""description"":"""",""fileName"":""20250613_3.jpeg"",""slug"":""c34d7e_4ba1cf26959744868e5aaeb58eedc3bb~mv2.jpeg"",""alt"":"""",""src"":""wix:image://v1/c34d7e_4ba1cf26959744868e5aaeb58eedc3bb~mv2.jpeg/20250613_3.jpeg#originWidth=3024&originHeight=4032"",""title"":""20250613_3.jpeg"",""type"":""image"",""settings"":{""focalPoint"":[0.5,0.5],""height"":4032,""width"":3024}}]","/news-1/","756000af-0313-422d-b54e-362964301a3c",2026-03-14T09:50:06Z,2026-04-19T09:47:29Z,"c34d7e27-16d5-4414-aee5-9caafedd1860"
"April 8-10, 2026",2026-04-08T03:00:00Z,2026-04-10T03:00:00Z,"External","Members of the MEIC Lab actively participated in the 2026 Korean Society of Mechanical Engineers (KSME) Conference, sharing our latest advancements in visual intelligence and digital twin technologies. During the event, Jeewon Lee, Christopher Song, Dohyeon Lee, Jaesuk Song, Jeonghwan Jeikal, Minhyuk Im, Nahyun Kim, and Hajun Jang delivered an insightful poster presentation. And Sooyeun Yang delivered an insightful oral presentation. It was a great opportunity to engage with leading experts and showcase our ongoing efforts to integrate physics-aware AI into mechanical systems for real-world industrial applications.","2026 KSME","[{""description"":"""",""fileName"":""20260408_01_edited.png"",""slug"":""c34d7e_f060355f4a6f442d9e6a57f610328f8b~mv2.png"",""alt"":"""",""src"":""wix:image://v1/c34d7e_f060355f4a6f442d9e6a57f610328f8b~mv2.png/20260408_01_edited.png#originWidth=2906&originHeight=2179"",""title"":""20260408_01_edited.png"",""type"":""image"",""settings"":{""focalPoint"":[0.5,0.5],""height"":2179,""width"":2906}},{""description"":"""",""fileName"":""20260408_02_edited.jpg"",""slug"":""c34d7e_1d77d4a671684228b864c95fea9c1e5d~mv2.jpg"",""alt"":"""",""src"":""wix:image://v1/c34d7e_1d77d4a671684228b864c95fea9c1e5d~mv2.jpg/20260408_02_edited.jpg#originWidth=2620&originHeight=1965"",""title"":""20260408_02_edited.jpg"",""type"":""image"",""settings"":{""focalPoint"":[0.5,0.5],""height"":1965,""width"":2620}}]","/news-1/","85127089-dc22-403c-b31a-ce88c70f6d56",2026-04-19T10:04:26Z,2026-04-22T14:28:38Z,"c34d7e27-16d5-4414-aee5-9caafedd1860"
"May 25, 2022",2022-05-25T00:00:00Z,2022-05-25T00:00:00Z,"External","Pureun Jeong, Seunghyun Cha, and Jimin Shin presented in the poster session entitled “Smart IGC Campus and Community with A Self-Navigating Robot System” at 2022 IGC Project Symposium held in Songdo, South Korea, June 29 – July 1.","2022 IGC Project Symposium","[{""description"":"""",""fileName"":""525(1).jpg"",""slug"":""754fc9_af1b8e48943d4157a61486ce1fffb7cd~mv2.jpg"",""alt"":"""",""src"":""wix:image://v1/754fc9_af1b8e48943d4157a61486ce1fffb7cd~mv2.jpg/525(1).jpg#originWidth=1080&originHeight=1440"",""title"":""525(1).jpg"",""type"":""image"",""settings"":{""focalPoint"":[0.5,0.5],""height"":1440,""width"":1080}},{""description"":"""",""fileName"":""525(2).jpg"",""slug"":""754fc9_c0fe805ca9324da8834329255bda8aa8~mv2.jpg"",""alt"":"""",""src"":""wix:image://v1/754fc9_c0fe805ca9324da8834329255bda8aa8~mv2.jpg/525(2).jpg#originWidth=1080&originHeight=1440"",""title"":""525(2).jpg"",""type"":""image"",""settings"":{""focalPoint"":[0.5,0.5],""height"":1440,""width"":1080}}]","/news-1/","8711b74c-a6d5-4032-aa09-b586d6bbd3ef",2026-03-14T09:50:06Z,2026-04-19T09:41:36Z,"c34d7e27-16d5-4414-aee5-9caafedd1860"
