"slug","local_path"
"080b1e_2d3e83f4e2124e909fb81dc3f0a79539~mv2.jpg","/assets/news/20250114_3.webp"
"080b1e_7ef047fce1734a4a88a34da376450bf8~mv2.jpg","/assets/news/20250114_4.webp"
"080b1e_0197b8d9703b4345a38ef1ac005ca540~mv2.jpg","/assets/news/20250114_5.webp"
"080b1e_97c65723d73a4565b07493939a40eef7~mv2.jpg","/assets/news/20230703_1.webp"
"080b1e_9a2bf1909a3f4c65b9f70e1a33bddc2a~mv2.jpg","/assets/news/20230703_2.webp"
"080b1e_813a4fc4ce704dcc84140d78ad8adb5b~mv2.jpg","/assets/news/20250407_1.webp"
"c34d7e_4170812d69634e1c86f4582a40bac1d7~mv2.jpg","/assets/news/20260427_1.webp"
"c34d7e_12486c98c448449698e72882d2fbe078~mv2.jpg","/assets/news/20260427_2.webp"
"c34d7e_02c277466a8c45b0be027e93b22601a3~mv2.jpg","/assets/news/20260520_1.webp"
"c34d7e_c6017903f6b5451ab45a426efa734dac~mv2.jpg","/assets/news/20260520_2.webp"
"c34d7e_06279120c735434b96bfa129c6e21a2e~mv2.jpg","/assets/news/20260520_3.webp"
"c34d7e_08063d77d12e4eb69367f801ff179c34~mv2.jpg","/assets/news/20260520_4.webp"
"754fc9_06a085e3ca00460ea436b4e8c8735dfc~mv2.jpg","/assets/news/20221111_1.webp"
"754fc9_fccd87568afa4b27878690b647264772~mv2.jpg","/assets/news/20221111_2.webp"
"754fc9_c553cf20c90041e19a8fe639a34cb121~mv2.jpg","/assets/news/20221111_3.webp"
"080b1e_9d3d53dc36414045a963646cf820896b~mv2.png","/assets/news/20250307_1.webp"
"754fc9_131fdbb7830b44568a1d2a1d1c34d1c7~mv2.jpg","/assets/news/20220630_1.webp"
"754fc9_9119022e51a04bb180602a1b2e0de574~mv2.jpg","/assets/news/20220526_1.webp"
"080b1e_8f71d458a8804dd6977cc1ce5d4e38ce~mv2.jpg","/assets/news/20250727_1.webp"
"080b1e_73459d04ac704f41b4a4a8e3be7f6b2d~mv2.jpg","/assets/news/20240624_1.webp"
"080b1e_8068fc42e20440f49df8d81e87e9bfdb~mv2.jpg","/assets/news/20250623_1.webp"
"080b1e_17ff7b43790e47e890874657824c4890~mv2.jpg","/assets/news/20250623_2.webp"
"080b1e_b8c13bf6aa584fa7a185bc50155d91d8~mv2.png","/assets/news/20230720_1.webp"
"080b1e_4ea405f3404c467681e015bedc861792~mv2.png","/assets/news/20230720_2.webp"
"080b1e_c8a95313defe40ceb823e6c4ee3d3d56~mv2.png","/assets/news/20230720_3.webp"
"c34d7e_6c2a0607c54a44dba530464445847803~mv2.png","/assets/news/20260420_1.webp"
"c34d7e_51a780b877ae4274bbf86692513ad449~mv2.jpg","/assets/news/20260420_2.webp"
"080b1e_705d0ba58f7a4f43b4cf81ad0e64495c~mv2.jpg","/assets/news/20230927_1.webp"
"080b1e_344aea08e10349c7ad3a4ab66fc3596d~mv2.jpg","/assets/news/20250801_1.webp"
"080b1e_2c98cae0de4746bb8bc1b238a082e55f~mv2.jpg","/assets/news/20250801_2.webp"
"080b1e_f6be7e3bd57947cdbc499817a27bd88c~mv2.jpg","/assets/news/20250425_1.webp"
"c34d7e_55331de7db254686b1889dafa51b7ba3~mv2.jpg","/assets/news/20250613_1.webp"
"c34d7e_7f55477ef0454b4c86d137b0f80f283e~mv2.jpg","/assets/news/20250613_2.webp"
"c34d7e_4ba1cf26959744868e5aaeb58eedc3bb~mv2.jpeg","/assets/news/20250613_3.webp"
"c34d7e_f060355f4a6f442d9e6a57f610328f8b~mv2.png","/assets/news/20260408_1.webp"
"c34d7e_1d77d4a671684228b864c95fea9c1e5d~mv2.jpg","/assets/news/20260408_2.webp"
"754fc9_af1b8e48943d4157a61486ce1fffb7cd~mv2.jpg","/assets/news/20220525_1.webp"
"754fc9_c0fe805ca9324da8834329255bda8aa8~mv2.jpg","/assets/news/20220525_2.webp"
"080b1e_6c808c8fd64c4d96806f1b675d70551b~mv2.jpg","/assets/news/20251031_1.webp"
"080b1e_e4f9e6cb3dd04b0983a810cefb5ccfe3~mv2.jpg","/assets/news/20251031_2.webp"
"080b1e_95bd9ee4edb24cca8d125584357c5098~mv2.jpg","/assets/news/20251031_3.webp"
"c34d7e_6aa9a306cc1548b1b1cd308864e5d928~mv2.jpg","/assets/news/20250923_1.webp"
"c34d7e_cb160b7cb3a54911822fcba442d6cdf1~mv2.jpg","/assets/news/20250923_2.webp"
"754fc9_8ae6e90af8f54580ab3697dc28cff328~mv2.jpg","/assets/news/20221130_1.webp"
"754fc9_4b3d4434c5004fa080fdf77b0c34c95d~mv2.jpg","/assets/news/20221130_2.webp"
"c34d7e_3419f821c29944409a912d6b2a744eec~mv2.jpg","/assets/news/20260520_5.webp"
"c34d7e_b456679ae3964fc5a9d80e07aa2c5591~mv2.jpg","/assets/news/20260520_6.webp"
"c34d7e_2fb48b851afa45029a345ee22efabba8~mv2.jpg","/assets/news/20260520_7.webp"
"56ae54_e5d5eff1e79e4c9b88584bedf4fd3ff5~mv2.jpg","/assets/news/20230509_1.webp"
"56ae54_62382cb335a746b3a7584c59329830a2~mv2.jpg","/assets/news/20230509_2.webp"
"080b1e_2c459c65cf0942708de45ab932cb7255~mv2.jpg","/assets/news/20230628_1.webp"
"080b1e_2068bd087b064eb7a41d3ed013996c44~mv2.jpg","/assets/news/20230628_2.webp"
"080b1e_5db709bd2c004480b075ed537eafeb4f~mv2.jpg","/assets/news/20230628_3.webp"
"754fc9_21042befd7f640e196bfe7fe70ff839b~mv2.jpg","/assets/news/20220923_1.webp"
"080b1e_fced4057993548faae9811f062168971~mv2.jpg","/assets/news/20241210_1.webp"
"c34d7e_db800c98a0e544d0809bf1d1af321cb5~mv2.jpeg","/assets/news/20260625_1.webp"
"c34d7e_10eccc579441453aacba48ffe71850c9~mv2.jpg","/assets/news/20260625_2.webp"
"754fc9_ad7f659020274b0383730d9b29ae869a~mv2.png","/assets/news/20220701_1.webp"
"754fc9_2557e001c95d43ffa6d94c4a67a9aa6a~mv2.jpeg","/assets/news/20220701_2.webp"
"080b1e_b1699105bfbb4f588da52568a59f3f06~mv2.jpg","/assets/news/20241121_1.webp"
"080b1e_4b1e6f3b4c3f4c50b624b5200967df30~mv2.jpg","/assets/news/20241121_2.webp"
"56ae54_a583bb0437f14a54a761333fe54761a5~mv2.jpg","/assets/news/20230614_1.webp"
"56ae54_188ba9f04c88498ea25f63086dc1f81e~mv2.jpg","/assets/news/20230614_2.webp"
"56ae54_fa7631129d26474f9bec464b403f7ef1~mv2.jpg","/assets/news/20230614_3.webp"
"c34d7e_3a8d168613fc4a7dbe4a4c93a323a38d~mv2.jpg","/assets/news/20260401_1.webp"
"c34d7e_dbe169a7cf6e41eeb7c6047985c43344~mv2.jpg","/assets/news/20260401_2.webp"
"c34d7e_ebf89e8702884c2d81d57b4f20d9b628~mv2.jpg","/assets/news/20260401_3.webp"
"754fc9_c77fbfeb6ecd4634a08481f6db6c7210~mv2.jpg","/assets/news/20221122_1.webp"
"754fc9_28cb065a2edd4e9f87d00e8c6ba4f488~mv2.png","/assets/news/20221122_2.webp"
"754fc9_c033108f7cfb4080977a0baa111429d1~mv2.png","/assets/news/20220923_2.webp"
"080b1e_16ee494a4c64422b9c83f9931e055395~mv2.jpg","/assets/news/20240710_1.webp"
"754fc9_0781bef9a1e94191983734b399942f47~mv2.jpg","/assets/news/20210928_5.webp"
"754fc9_48893103c9174db09168fab51b876be3~mv2.jpg","/assets/news/20210928_6.webp"
"754fc9_2599f4055c494bc9ba05e017a4daeada~mv2.jpg","/assets/news/20210928_7.webp"
"56ae54_9d8419bdcf99456bb70c6234015b3181~mv2.jpg","/assets/news/20230618_1.webp"
"754fc9_6b4efdef30274be39a34c98ad8829fc8~mv2.jpg","/assets/news/20211217_1.webp"
"56ae54_1f495a26e69f4ce69a60794a7e3aab29~mv2.jpeg","/assets/news/20230322_1.webp"
"56ae54_23a700498f024eca99a0e6c1f27f1afd~mv2.jpeg","/assets/news/20230322_2.webp"
"56ae54_6aa267ddc1194271af630c42bc63c587~mv2.png","/assets/news/20230322_3.webp"
"754fc9_146d9c85e5dd44d6a4ffbff27d39f881~mv2.jpg","/assets/news/20220624_1.webp"
"080b1e_143dfd713ece48659327be4e56f63df8~mv2.jpeg","/assets/news/20190701_1.webp"
"754fc9_2870db382483498d9ca59f1feb65ca94~mv2.jpg","/assets/news/20221109_1.webp"
"56ae54_eef7250bb1ad4b1aa9a9b06cbd5460bc~mv2.jpg","/assets/news/20230503_1.webp"
"754fc9_8ccbf475bb75435889b536796448bdfd~mv2.jpg","/assets/news/20220223_1.webp"
"080b1e_dcfd83f7e8ef4ca493470819b68229bf~mv2.jpg","/assets/news/20230814_1.webp"
"754fc9_3c51eb9c46c6402eb8991c9a9e427600~mv2.jpg","/assets/news/20221111_4.webp"
"754fc9_765a5da1c22b4d0b80e554d6aec0debd~mv2.jpg","/assets/news/20221111_5.webp"
"754fc9_19418f40aa064beab7746ea5f293602d~mv2.jpg","/assets/news/20221111_6.webp"
"56ae54_2ff1cd7d99694199a167302edb5a33eb~mv2.png","/assets/news/20230313_1.webp"
"c34d7e_1ebac0d1e59b466084cfe54c10970972~mv2.jpg","/assets/news/20260803_1.webp"
"c34d7e_46a28d1765eb482f8a41b0564f5be015~mv2.jpg","/assets/news/20260803_2.webp"
"c34d7e_81bf4e33ea0d46c6b35ca4b6886f6f0d~mv2.jpg","/assets/news/20260803_3.webp"
"c34d7e_d4d2945ce48a413ca7890d86e003fe61~mv2.jpg","/assets/news/20260803_4.webp"
"c34d7e_eb03bac80d6b432fae43ca52997d46bf~mv2.jpg","/assets/news/20260803_5.webp"
"080b1e_63c35fe45c3f4bd9adcd278ff8d8bace~mv2.jpg","/assets/news/20250623_3.webp"
"754fc9_66a1ddeda65b445282a2075374a0fb32~mv2.jpg","/assets/news/20210517_1.webp"
"754fc9_d3591c4f2daf49e7bc04602d7c881dcf~mv2.png","/assets/news/20210517_2.webp"
"080b1e_8a3331d2d4644af596c2a4b5b17fe33d~mv2.jpg","/assets/news/20240510_1.webp"
"080b1e_a81dec33d8ed401ba306b34f91c983e2~mv2.png","/assets/news/20250729_1.webp"
"c34d7e_c78fe5b89ab44904a64c99c93f34f751~mv2.jpg","/assets/news/20250729_2.webp"
"c34d7e_a609b5124886499aad92c1c4104fe3ca~mv2.jpg","/assets/news/20260622_1.webp"
"c34d7e_04c522ba7bab4559a5f3be29a4318720~mv2.jpg","/assets/news/20260622_2.webp"
"c34d7e_09f8da27423e4d0986243cbd77ae61f9~mv2.jpg","/assets/news/20260622_3.webp"
"c34d7e_a88fab679c8c474ba214e4c81aa18c7f~mv2.jpg","/assets/news/20260622_4.webp"
"c34d7e_5e59d1c8d3aa41a4a7c1eb0f06d73687~mv2.jpg","/assets/news/20260622_5.webp"
"754fc9_def9c159f35242a18e6ce39c180e09e1~mv2.jpg","/assets/news/20210121_1.webp"
"754fc9_583f4f933953453d90a5961122c73c87~mv2.jpg","/assets/news/20220101_1.webp"
"080b1e_14c7bba49e904565a3aefc8a5e941727~mv2.jpg","/assets/news/20250410_1.webp"
"080b1e_ce1dc417419045a6aa355ebcceb884fd~mv2.jpg","/assets/news/20250410_2.webp"
"c34d7e_f2e718a1bea44e059f4f4af27d4e12e6~mv2.jpg","/assets/news/20251212_1.webp"
"c34d7e_d60932ca18c843deb2058ac48732f10c~mv2.jpg","/assets/news/20251212_2.webp"
"080b1e_0e0368e774e84c2aa271280bc25e1a16~mv2.jpg","/assets/news/20250404_1.webp"
"080b1e_88dcdf09b333487c87177b116c98833c~mv2.jpg","/assets/news/20250124_1.webp"
"c34d7e_588844afc5cc4747818a603bca7e311d~mv2.jpg","/assets/news/20251212_3.webp"
"c34d7e_46ffd77692d64528a292c740f9e8d9f2~mv2.png","/assets/news/20260225_1.webp"
"c34d7e_a9ad4140fae14d1c992d8d0682a31e2e~mv2.jpg","/assets/news/20260225_2.webp"
"c34d7e_7b805b19a39b4f45bd312bf5c147060c~mv2.jpg","/assets/news/20260225_3.webp"
"c34d7e_782d915fdc9d415e9bac7b91f44c22f0~mv2.png","/assets/news/20260225_4.webp"
"c34d7e_7c99fc5716634efd9cb3145e6018304b~mv2.png","/assets/news/20260225_5.webp"
"080b1e_8f730e3ef4fb4a45a6b8fbf8828e1c72~mv2.jpg","/assets/news/20250821_1.webp"
"080b1e_adfa6959b04b431b9ca6648557fbd2ad~mv2.jpg","/assets/news/20250821_2.webp"
"080b1e_2ba0e7ed97bb4e47ac29bff33496de61~mv2.jpg","/assets/news/20250821_3.webp"
"080b1e_6d936618137a4a88a23cb7219bf97722~mv2.jpg","/assets/news/20250821_4.webp"
"080b1e_1ca7ef2ca409466988b69ee243e61b35~mv2.jpg","/assets/news/20250725_1.webp"
"080b1e_bf72a297b131424691ff6638c314167c~mv2.png","/assets/news/20250725_2.webp"
"c34d7e_4c35ca05e43c4ac289e837eacbe1bed2~mv2.png","/assets/journals/Parametric_Scramjet_Cycle_Analysis_for_Nonideal_Mass_Flow_Rate.webp"
"c34d7e_0ab271533f554f92a57d7e4be9d34c86~mv2.png","/assets/journals/Photogrammetry_engaged_automated_image_labeling_approach.webp"
"c34d7e_651179c1643c46daaaed27fad1d35e3a~mv2.png","/assets/journals/Autonomous_image_localization_for_visual_inspection_of_civil_infrastructure.webp"
"c34d7e_657329dabe6c4329bc0b4dcc6561387d~mv2.png","/assets/journals/CrowdLIM.webp"
"c34d7e_e57da5a7532e4a6aa9e500259644d5ca~mv2.png","/assets/journals/Micro-Splatting.webp"
"c34d7e_ecbe680916b641bda49affb8748bec06~mv2.png","/assets/journals/3D_Reconstructino_by_Looking.webp"
"c34d7e_292d77deaf84494aa05a80e4cb112d5b~mv2.png","/assets/journals/Similarity_learning_to_enable_building_searches_in_post-event_image_data.webp"
"c34d7e_94070822fbe740288026b2975790c37f~mv2.png","/assets/journals/Deep_learning_based_approach_for_automated_characterization_of_large_marine_microplastic_p.webp"
"c34d7e_af92a69072264381b3343ce3d4cfa721~mv2.png","/assets/journals/LogPath.webp"
"c34d7e_e5838174ee5c4ae4a432244049f2dbc7~mv2.png","/assets/journals/Automated_image_localization_to_support_rapid_building_reconnaissance_in_a_large-scale_are.webp"
"c34d7e_674b7da8d2a44af98c174fb6ae4303c2~mv2.png","/assets/journals/An_Open-Source_Multi-Robot_Framework_System_for_Collaborative_Environments_Based_on_ROS2.webp"
"c34d7e_df3d3255bf9a4d8db38ea0194342c990~mv2.png","/assets/journals/Automated_Bridge_Inspection_Image_Retrieval_Based_on_Deep_Similarity_Learning_and_GPS.webp"
"c34d7e_d89676a6e01046f3b8de31f705082022~mv2.png","/assets/journals/Automated_Indoor_Image_Localization_to_Support_a_Post-Event_Building_Assessment.webp"
"c34d7e_bdb8d182b94b4205a6116baeb1785971~mv2.png","/assets/journals/LiDAR-3DGS.webp"
"c34d7e_1a46557af736427b815b52aba4130e02~mv2.png","/assets/journals/Deep_Learning_Based_Approach_for_the_Instance_Segmentation_of_Clayey_Soil_Desiccation_Crac.webp"
"c34d7e_50143471495742908fb5fed84dfe0079~mv2.png","/assets/journals/Computer-Aided_Approach_for_Rapid_Post-Event_Visual_Evaluation_of_a_Building_Facade.webp"
"c34d7e_dfc2366b8eb64b12aa98369509b9c782~mv2.png","/assets/journals/Towards_fully_automated_post-event_data_collection_and_analysis.webp"
"c34d7e_e2eaed5819c24a6182ee0adec2b35ef7~mv2.png","/assets/journals/Automated_Graffiti_Detection.webp"
"c34d7e_ff6d3c2025994c6d9bfcb536fe70c8e8~mv2.png","/assets/journals/Automated_region-of-interest_localization_and_classification_for_vision-based_visual_asses.webp"
"c34d7e_727891b0594f44568566753fd3abc310~mv2.png","/assets/journals/EV-PINN.webp"
"c34d7e_af6082decbf3435e8be2ece422ee8e08~mv2.png","/assets/journals/Development_of_Mobile_App_to_Enable_Local_Update_on_Mapping_API.webp"
"c34d7e_5cbc7e4dda5b4b35a5da137c16d7f385~mv2.png","/assets/journals/Multi-output_Image_Classification_to_Support_Post-Earthquake_Reconnaissance.webp"
"meic_long_vu~mv2.png","/assets/members/long_vu.webp"
